1 Bulbasaur    Planta    0 318 45 49 49 65 65 45 1        0  0.00 0.71 6
2 Ivysaur      Planta    0 405 60 62 63 80 80 60 1        0  0.00 0.99 13
3 Venusaur     Planta    0 525 80 82 83 100 100 80 1        0  0.00 2.01 100
4 Charmander   Fire      0 309 39 52 43 60 50 65 1        0  0.00 0.61 8
5 Charmeleon   Fire      0 405 58 64 58 80 65 80 1        0  0.00 1.09 19
6 Charizard    Fire      0 534 78 84 78 109 85 100 1        0  0.00 1.70 90
7 Squirtle     Water     0 314 44 48 65 50 64 43 1        0  0.00 0.51 9
8 Wartortle    Water     0 405 59 63 80 65 80 58 1        0  0.00 0.99 22
9 Blastoise    Water     0 530 79 83 100 85 105 78 1        0  0.00 1.60 85
10 Caterpie     Bug       0 195 45 30 35 20 20 45 1        0  0.00 0.30 2
11 Metapod      Bug       0 205 50 20 55 25 25 30 1        0  0.00 0.71 9
12 Butterfree   Bug       0 395 60 45 50 90 80 70 1        0  0.00 1.09 32
13 Weedle       Bug       0 195 40 35 30 20 20 50 1        0  0.00 0.30 3
14 Kakuna       Bug       0 205 45 25 50 25 25 35 1        0  0.00 0.61 10
15 Beedrill     Bug       0 395 65 90 40 45 80 75 1        0  0.00 0.99 29
16 Pidgey       Normal    0 251 40 45 40 35 35 56 1        0  0.00 0.30 1
17 Pidgeotto    Normal    0 349 63 60 55 50 50 71 1        0  0.00 1.09 30
18 Pidgeot      Normal    0 479 83 80 75 70 70 101 1        0  0.00 1.50 39
19 Rattata      Normal    0 253 30 56 35 25 35 72 1        0  0.00 0.30 3
20 Raticate     Normal    0 413 55 81 60 50 70 97 1        0  0.00 0.71 18
21 Spearow      Normal    0 262 40 60 30 31 31 70 1        0  0.00 0.30 2
22 Fearow       Normal    0 442 65 90 65 61 61 100 1        0  0.00 1.19 38
23 Ekans        Venenoso  0 288 35 60 44 40 54 55 1        0  0.00 2.01 6
24 Arbok        Venenoso  0 438 60 85 69 65 79 80 1        0  0.00 3.51 65
25 Pikachu      Electric  0 320 35 55 40 50 50 90 1        0  0.00 0.41 6
26 Raichu       Electric  0 485 60 90 55 90 80 110 1        0  0.00 0.79 30
27 Sandshrew    Terra     0 300 50 75 85 20 30 40 1        0  0.00 0.61 12
28 Sandslash    Terra     0 450 75 100 110 45 55 65 1        0  0.00 0.99 29
29 Nidoran♀     Venenoso  0 275 55 47 52 40 40 41 1        0  0.00 0.41 7
30 Nidorina     Venenoso  0 365 70 62 67 55 55 56 1        0  0.00 0.79 20
31 Nidoqueen    Venenoso  0 505 90 92 87 75 85 76 1        0  0.00 1.30 60
32 Nidoran♂     Venenoso  0 273 46 57 40 40 40 50 1        0  0.00 0.51 9
33 Nidorino     Venenoso  0 365 61 72 57 55 55 65 1        0  0.00 0.89 19
34 Nidoking     Venenoso  0 505 81 102 77 85 75 85 1        0  0.00 1.40 62
35 Clefairy     Fada      0 323 70 45 48 60 65 35 1        0  0.00 0.61 7
36 Clefable     Fada      0 483 95 70 73 95 90 60 1        0  0.00 1.30 40
37 Vulpix       Fire      0 299 38 41 40 50 65 65 1        0  0.00 0.61 9
38 Ninetales    Fire      0 505 73 76 75 81 100 100 1        0  0.00 1.09 19
39 Jigglypuff   Normal    0 270 115 45 20 45 25 20 1        0  0.00 0.51 5
40 Wigglytuff   Normal    0 435 140 70 45 85 50 45 1        0  0.00 0.99 12
41 Zubat        Venenoso  0 245 40 45 35 30 40 55 1        0  0.00 0.79 7
42 Golbat       Venenoso  0 455 75 80 70 65 75 90 1        0  0.00 1.60 55
43 Oddish       Planta    0 320 45 50 55 75 65 30 1        0  0.00 0.51 5
44 Gloom        Planta    0 395 60 65 70 85 75 40 1        0  0.00 0.79 8
45 Vileplume    Planta    0 490 75 80 85 110 90 50 1        0  0.00 1.19 18
46 Paras        Bug       0 285 35 70 55 45 55 25 1        0  0.00 0.30 5
47 Parasect     Bug       0 405 60 95 80 60 80 30 1        0  0.00 0.99 29
48 Venonat      Bug       0 305 60 55 50 40 55 45 1        0  0.00 0.99 30
49 Venomoth     Bug       0 450 70 65 60 90 75 90 1        0  0.00 1.50 12
50 Diglett      Terra     0 265 10 55 25 35 45 95 1        0  0.00 0.20 0
51 Dugtrio      Terra     0 405 35 80 50 50 70 120 1        0  0.00 0.71 33
52 Meowth       Normal    0 290 40 45 35 40 40 90 1        0  0.00 0.41 4
53 Persian      Normal    0 440 65 70 60 65 65 115 1        0  0.00 0.99 32
54 Psyduck      Water     0 320 50 52 48 65 50 55 1        0  0.00 0.79 19
55 Golduck      Water     0 500 80 82 78 95 80 85 1        0  0.00 1.70 76
56 Mankey       Lutador   0 305 40 80 35 35 45 70 1        0  0.00 0.51 28
57 Primeape     Lutador   0 455 65 105 60 60 70 95 1        0  0.00 0.99 32
58 Growlithe    Fire      0 350 55 70 45 70 50 60 1        0  0.00 0.71 19
59 Arcanine     Fire      0 555 90 110 80 100 80 95 1        0  0.00 1.91 155
60 Poliwag      Water     0 300 40 50 40 40 40 90 1        0  0.00 0.61 12
61 Poliwhirl    Water     0 385 65 65 65 50 50 90 1        0  0.00 0.99 20
62 Poliwrath    Water     0 510 90 95 95 70 90 70 1        0  0.00 1.30 54
63 Abra         Psychic   0 310 25 20 15 105 55 90 1        0  0.00 0.89 19
64 Kadabra      Psychic   0 400 40 35 30 120 70 105 1        0  0.00 1.30 56
65 Alakazam     Psychic   0 500 55 50 45 135 95 120 1        0  0.00 1.50 48
66 Machop       Lutador   0 305 70 80 50 35 35 35 1        0  0.00 0.79 19
67 Machoke      Lutador   0 405 80 100 70 50 60 45 1        0  0.00 1.50 70
68 Machamp      Lutador   0 505 90 130 80 65 85 55 1        0  0.00 1.60 130
69 Bellsprout   Planta    0 300 50 75 35 70 30 40 1        0  0.00 0.71 4
70 Weepinbell   Planta    0 390 65 90 50 85 45 55 1        0  0.00 0.99 6
71 Victreebel   Planta    0 490 80 105 65 100 70 70 1        0  0.00 1.70 15
72 Tentacool    Water     0 335 40 40 35 50 100 70 1        0  0.00 0.89 45
73 Tentacruel   Water     0 515 80 70 65 80 120 100 1        0  0.00 1.60 55
74 Geodude      Pedra     0 300 40 80 100 30 30 20 1        0  0.00 0.41 20
75 Graveler     Pedra     0 390 55 95 115 45 45 35 1        0  0.00 0.99 105
76 Golem        Pedra     0 495 80 120 130 55 65 45 1        0  0.00 1.40 300
77 Ponyta       Fire      0 410 50 85 55 65 65 90 1        0  0.00 0.99 30
78 Rapidash     Fire      0 500 65 100 70 80 80 105 1        0  0.00 1.70 95
79 Slowpoke     Water     0 315 90 65 65 40 40 15 1        0  0.00 1.19 36
80 Slowbro      Water     0 490 95 75 110 100 80 30 1        0  0.00 1.60 78
81 Magnemite    Electric  0 325 25 35 70 95 55 45 1        0  0.00 0.30 6
82 Magneton     Electric  0 465 50 60 95 120 70 70 1        0  0.00 0.99 60
83 Farfetch\d   Normal    0 352 52 65 55 58 62 60 1        0  0.00 0.79 15
84 Doduo        Normal    0 310 35 85 45 35 35 75 1        0  0.00 1.40 39
85 Dodrio       Normal    0 460 60 110 70 60 60 100 1        0  0.00 1.80 85
86 Seel         Water     0 325 65 45 55 45 70 45 1        0  0.00 1.09 90
87 Dewgong      Water     0 475 90 70 80 70 95 70 1        0  0.00 1.70 120
88 Grimer       Venenoso  0 325 80 80 50 40 50 25 1        0  0.00 0.89 30
89 Muk          Venenoso  0 500 105 105 75 65 100 50 1        0  0.00 1.19 30
90 Shellder     Water     0 305 30 65 100 45 25 40 1        0  0.00 0.30 4
91 Cloyster     Water     0 525 50 95 180 85 45 70 1        0  0.00 1.50 132
92 Gastly       Ghost     0 310 30 35 30 100 35 80 1        0  0.00 1.30 0
93 Haunter      Ghost     0 405 45 50 45 115 55 95 1        0  0.00 1.60 0
94 Gengar       Ghost     0 500 60 65 60 130 75 110 1        0  0.00 1.50 40
95 Onix         Pedra     0 385 35 45 160 30 45 70 1        0  0.00 8.79 210
96 Drowzee      Psychic   0 328 60 48 45 43 90 42 1        0  0.00 0.99 32
97 Hypno        Psychic   0 483 85 73 70 73 115 67 1        0  0.00 1.60 75
98 Krabby       Water     0 325 30 105 90 25 25 50 1        0  0.00 0.41 6
99 Kingler      Water     0 475 55 130 115 50 50 75 1        0  0.00 1.30 60
100 Voltorb      Electric  0 330 40 30 50 55 55 100 1        0  0.00 0.51 10
101 Electrode    Electric  0 480 60 50 70 80 80 140 1        0  0.00 1.19 66
102 Exeggcute    Planta    0 325 60 40 80 60 45 40 1        0  0.00 0.41 2
103 Exeggutor    Planta    0 520 95 95 85 125 65 55 1        0  0.00 2.01 120
104 Cubone       Terra     0 320 50 50 95 40 50 35 1        0  0.00 0.41 6
105 Marowak      Terra     0 425 60 80 110 50 80 45 1        0  0.00 0.99 45
106 Hitmonlee    Lutador   0 455 50 120 53 35 110 87 1        0  0.00 1.50 49
107 Hitmonchan   Lutador   0 455 50 105 79 35 110 76 1        0  0.00 1.40 50
108 Lickitung    Normal    0 385 90 55 75 60 75 30 1        0  0.00 1.19 65
109 Koffing      Venenoso  0 340 40 65 95 60 45 35 1        0  0.00 0.61 1
110 Weezing      Venenoso  0 490 65 90 120 85 70 60 1        0  0.00 1.19 9
111 Rhyhorn      Terra     0 345 80 85 95 30 30 25 1        0  0.00 0.99 115
112 Rhydon       Terra     0 485 105 130 120 45 45 40 1        0  0.00 1.91 120
113 Chansey      Normal    0 450 250 5 5 35 105 50 1        0  0.00 1.09 34
114 Tangela      Planta    0 435 65 55 115 100 40 60 1        0  0.00 0.99 35
115 Kangaskhan   Normal    0 490 105 95 80 40 80 90 1        0  0.00 2.21 80
116 Horsea       Water     0 295 30 40 70 70 25 60 1        0  0.00 0.41 8
117 Seadra       Water     0 440 55 65 95 95 45 85 1        0  0.00 1.19 25
118 Goldeen      Water     0 320 45 67 60 35 50 63 1        0  0.00 0.61 15
119 Seaking      Water     0 450 80 92 65 65 80 68 1        0  0.00 1.30 39
120 Staryu       Water     0 340 30 45 55 70 55 85 1        0  0.00 0.79 34
121 Starmie      Water     0 520 60 75 85 100 85 115 1        0  0.00 1.09 80
122 Mr._Mime     Psychic   0 460 40 45 65 100 120 90 1        0  0.00 1.30 54
123 Scyther      Bug       0 500 70 110 80 55 80 105 1        0  0.00 1.50 56
124 Jynx         Gelo      0 455 65 50 35 115 95 95 1        0  0.00 1.40 40
125 Electabuzz   Electric  0 490 65 83 57 95 85 105 1        0  0.00 1.09 30
126 Magmar       Fire      0 495 65 95 57 100 85 93 1        0  0.00 1.30 44
127 Pinsir       Bug       0 500 65 125 100 55 70 85 1        0  0.00 1.50 55
128 Tauros       Normal    0 490 75 100 95 40 70 110 1        0  0.00 1.40 88
129 Magikarp     Water     0 200 20 10 55 15 20 80 1        0  0.00 0.89 10
130 Gyarados     Water     0 540 95 125 79 60 100 81 1        0  0.00 6.50 235
131 Lapras       Water     0 535 130 85 80 85 95 60 1        0  0.00 2.49 220
132 Ditto        Normal    0 288 48 48 48 48 48 48 1        0  0.00 0.30 4
133 Eevee        Normal    0 325 55 55 50 45 65 55 1        0  0.00 0.30 6
134 Vaporeon     Water     0 525 130 65 60 110 95 65 1        0  0.00 0.99 29
135 Jolteon      Electric  0 525 65 65 60 110 95 130 1        0  0.00 0.79 24
136 Flareon      Fire      0 525 65 130 60 95 110 65 1        0  0.00 0.89 25
137 Porygon      Normal    0 395 65 60 70 85 75 40 1        0  0.00 0.79 36
138 Omanyte      Pedra     0 355 35 40 100 90 55 35 1        0  0.00 0.41 7
139 Omastar      Pedra     0 495 70 60 125 115 70 55 1        0  0.00 0.99 35
140 Kabuto       Pedra     0 355 30 80 90 55 45 55 1        0  0.00 0.51 11
141 Kabutops     Pedra     0 495 60 115 105 65 70 80 1        0  0.00 1.30 40
142 Aerodactyl   Pedra     0 515 80 105 65 60 75 130 1        0  0.00 1.80 59
143 Snorlax      Normal    0 540 160 110 65 65 110 30 1        0  0.00 2.11 460
144 Articuno     Gelo      0 580 90 85 100 95 125 85 1        1  0.00 1.70 55
145 Zapdos       Electric  0 580 90 90 85 125 90 100 1        1  0.00 1.60 52
146 Moltres      Fire      0 580 90 100 90 125 85 90 1        1  0.00 2.01 60
147 Dratini      Dragon    0 300 41 64 45 50 50 50 1        0  0.00 1.80 3
148 Dragonair    Dragon    0 420 61 84 65 70 70 70 1        0  0.00 3.99 16
149 Dragonite    Dragon    0 600 91 134 95 100 100 80 1        0  0.00 2.21 210
150 Mewtwo       Psychic   0 680 106 110 90 154 90 130 1        1  0.00 2.01 122
151 Mew          Psychic   0 600 100 100 100 100 100 100 1        0  0.00 0.41 4
152 Chikorita    Planta    0 318 45 49 65 49 65 45 2        0  0.00 0.89 6
153 Bayleef      Planta    0 405 60 62 80 63 80 60 2        0  0.00 1.19 15
154 Meganium     Planta    0 525 80 82 100 83 100 80 2        0  0.00 1.80 100
155 Cyndaquil    Fire      0 309 39 52 43 60 50 65 2        0  0.00 0.51 7
156 Quilava      Fire      0 405 58 64 58 80 65 80 2        0  0.00 0.89 19
157 Typhlosion   Fire      0 534 78 84 78 109 85 100 2        0  0.00 1.70 79
158 Totodile     Water     0 314 50 65 64 44 48 43 2        0  0.00 0.61 9
159 Croconaw     Water     0 405 65 80 80 59 63 58 2        0  0.00 1.09 25
160 Feraligatr   Water     0 530 85 105 100 79 83 78 2        0  0.00 2.31 88
161 Sentret      Normal    0 215 35 46 34 35 45 20 2        0  0.00 0.79 6
162 Furret       Normal    0 415 85 76 64 45 55 90 2        0  0.00 1.80 32
163 Hoothoot     Normal    0 262 60 30 30 36 56 50 2        0  0.00 0.71 21
164 Noctowl      Normal    0 442 100 50 50 76 96 70 2        0  0.00 1.60 40
165 Ledyba       Bug       0 265 40 20 30 40 80 55 2        0  0.00 0.99 10
166 Ledian       Bug       0 390 55 35 50 55 110 85 2        0  0.00 1.40 35
